Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
,Astra,2016,Benzyna,Hatchback,206000,Inny kolor,1396,Nieuszkodzony,Automatyczna,Polska,150,Na przednie koła,po lewej,"37000
donegocjacji",Pułtusk,Mazowieckie,Opel Astra K 2016 1.4 -150km,Prywatne,2025-04-19 16:47:19.235315,https://www.olx.pl/d/oferta/opel-astra-k-2016-1-4-150km-CID5-ID15hpLp.html,994165127,Opel,"Sprzedam Opel Astra 1.4 2016
Wersja elite 150 km

Zakupione przeze mnie w 2020r z przebiegiem 30 tyś km.
Auto zadbane
Olej filtry co 10-12 tys
Olej w skrzyni automatycznej co 70 tys
Rozrząd wymieniony ok 145 tys
Turbina wymieniona na nową 155 tys
Auto nieuszkodzone i niewypadkowe
Nowe opony zimowe ( z tego sezonu)
System Kay less ( bezkluczykowe otwieranie i odpalanie )
Auto z salonu Mikołajczyk Bydgoszcz
Pełna dokumentacja serwisowa

Wyposażenie
Asystenci pasa ruchu , martwego pola , parkowania ( tryb parkowania automatycznego )
Aktywne czytanie znaków
Automatyczne światła dzienne
Światła dzienne led
Duży wyświetlacz
Android car play / Apple car
Fotele z regulacją lendzwiowa
Automatyczne i podgrzewane lusterka
Lusterko wsteczne automatycznie przyciemniane
Kamera cofania
Czujniki parkowania przód i tyl

Auto dostępne od ręki
Możliwa rozsądna negocjacja.

7*2*5*4*7*9*2*1*6*"
,307 SW,2008,Diesel,Kombi,284024,Niebieski,2000,Nieuszkodzony,Manualna,Polska,136,Na przednie koła,po lewej,6990,Szczecinek,Zachodniopomorskie,Peugeot 307SW 136 koni! Climatronic super stan! Możliwa zamiana!,Firmowe,2025-04-19 16:47:21.282737,https://www.olx.pl/d/oferta/peugeot-307sw-136-koni-climatronic-super-stan-mozliwa-zamiana-CID5-ID15qLyx.html,996393849,Peugeot,Witam serdecznie państwa sprzedam śliczny model samochodu marki Peugeot 307sw auto zarejestrowane w Polsce z aktualnym ubezpieczeniem oraz przeglądem technicznym kompletna dokumentacja techniczna auto napędzane najlepszą bezawaryjną jednostką diesla o mocy 136 koni mechanicznych pracuje wzorowo perfekcja mechaniczna dynamiczny a co najważniejsze mega oszczędny spalanie max 5 do 6 litr na sto km skrzynia biegów manualna przełącza biegi bardzo delikatnie bez zastrzeżeń w ostatnim czasie założone amortyzatory autem jeździ się bardzo pewnie i komfortowo bardz duża przestrzeń bagażowa załadunku ogromny bagażnik wnętrze utrzymane w nienagannym stanie tapicerka welurowa czysta zadbana bez skazy Peugot ma solar dach szklany rozsuwana roleta oprócz tego Climatronic sprawny mrozi multimedia wielofunkcyjna kierownica zestaw głośnomówiący bluetooth radio CD wspomaganie kierownicy regulowana wysokość kierownicy immobiliser airbagi airbagi elektryczne lusterka auto dbane szanowane pod każdym względem wszystkie wymiany robione na czas jeśli interesuje cię konkretnie ten model samochoi i masz dość jeżdżenia po Polsce i oglądania zaniedbanych modeli z portali internetowych to zapraszam do mnie twój czas nie pójdzie na marne przyjeżdżasz i kupujesz auto Pewne gotowe do jazdy od zaraz pierwszy konkretny klient dostaje auto zatankowane do pełna Gratis zupełnie za darmo Prowadzę Skup sprzedaż zamiane samochodów osobowych dostawczych ciężarowych oraz motocykli skuterów quadów pozostaw swój pojazd w rozliczeniu za dopłatą w dowolnym stanie technicznym i wizualnym kończą ci się opłaty OC przegląd zadzwoń przyjedź odkupimy twoje stare auto pozbądź się problemu i wyjedz innym autkiem rozliczam każdy pojazd w bardzo atrakcyjnej cenie przyjmuję również angliki jeśli masz ochotę przyjechać pociągiem odbieramy klientów z stacji PKP zapraszam serdecznie
,Q5,2009,Diesel,SUV,299900,Brązowy – Beżowy,1995,Nieuszkodzony,Automatyczna,Polska,204,4x4 (stały),,"42900
donegocjacji",Kielnarowa,Podkarpackie,Audi Q5 S-tronic. Pamięć wbudowana.Poski Salon. Bogata Wersja,Prywatne,2025-04-19 16:47:22.885117,https://www.olx.pl/d/oferta/audi-q5-s-tronic-pamiec-wbudowana-poski-salon-bogata-wersja-CID5-ID15gumT.html,993944499,Audi,"Dzień dobry. Sprzedam Q5 w stanie Bardzo dobrym, w naszej rodzinie od około 5 Lat. Samochód sprawny, niezawodny, wszystkie serwisy na czas. Bez wkładu finansowego, dodatkowo komplet koł z oponami zimowymi w bardzo dobrym stanie na oryginalnych felgach. W razie pytań proszę o kontakt telefoniczny. Zapraszam na jazdę próbną."
7FARW2H53NE013162,CR-V,2022,Benzyna,SUV,92800,Niebieski,1498,Nieuszkodzony,Automatyczna,Stany Zjednoczone,193,4x4 (dołączany automatycznie),po lewej,"112900
donegocjacji",Olsztyn,Warmińsko-mazurskie,Honda CR-V 1.5 Elegance (Honda Connect+) CVT 4x4,Prywatne,2025-04-19 16:47:24.619145,https://www.olx.pl/d/oferta/honda-cr-v-1-5-elegance-honda-connect-cvt-4x4-CID5-ID15ogo9.html,995797385,Honda,"sprzedam Hondę CR-V z automatyczną skrzynią biegów i dynamicznym 193 konnym silnikiem. Auto nie wymaga wkładu własnego.
Serwis olejowo filtrowy wrzesień 2024
nowe tarcze i klocki hamulcowe przód i tył
Wymiana oleju w automatycznej skrzyni biegów marzec 2025
Samochód sprowadzony z USA jako uszkodzony, naprawiony w autoryzowanym serwisie HONDA.
Samochód od osoby prywatnej (pracownik serwisu Honda)
Z najważniejszego wyposażenia:
niespotykany granatowo-niebieski lakier
Napęd 4x4
Automatyczna skrzynia biegów
szyberdach
kamera cofania
opony wielosezonowe
tempomat
asystent pasa ruchu
czujnik martwego pola
elektryczna regulacja fotela kierowcy
automatyczne światła drogowe
AndroidAuto, Apple CarPlay
Ogłoszenie grzecznościowe, kontakt do Właściciela 785_731_000"
,Yaris,2005,Benzyna,Hatchback,126352,Srebrny,1300,Nieuszkodzony,Manualna,Niemcy,87,Na przednie koła,po lewej,"9500
donegocjacji",Kraków Prądnik Biały,Małopolskie,Toyota Yaris 1.3 87M Lift! Ladna zadbana,Prywatne,2025-04-19 16:47:26.214032,https://www.olx.pl/d/oferta/toyota-yaris-1-3-87m-lift-ladna-zadbana-CID5-ID15hfFa.html,994126300,Toyota,"Toyota Yaris Lift 1.3 87Km 2005r

Samochód w bardzo dobrym stanie technicznym oraz wizualnym.

Lakier bardzo ładnie utrzymany, wnętrze czyste i pachnące.

Na tą chwilę auto w pełni gotowe do jazdy bez wkładu finansowego!

Auto bardzo żwawe pewnie się prowadzi wszystkie serwisy robione na czas.

Zarejestrowany i ubezpieczony w Polsce.

wyposażenie:

- klimatyzacja (świeżo po serwisie)

- komputer pokładowy

- elektryczne szyby

- elektryczne lusterka

- centralny zamek

- Felgi 14 cali

- dwa kluczyki

- książka serwisowa

I dużo innych dodatków

Wszystkie informacje pod telefonem"
,Q5,2011,Benzyna,SUV,198890,Szary,,Nieuszkodzony,Automatyczna,Polska,277,4x4 (stały),po lewej,"35000
donegocjacji",Hrubieszów,Lubelskie,Audi Q5 3.2bezyna 2011 rok,Prywatne,2025-04-19 16:47:28.153190,https://www.olx.pl/d/oferta/audi-q5-3-2bezyna-2011-rok-CID5-ID15oYVu.html,995968650,Audi,Sprzedam Audi Q5 2011r 3.2 bezyna więcej informacji pod 66xxx39xxx11xxx39x2xpolecam
,A3,2012,Diesel,Hatchback,268000,Inny kolor,1968,Nieuszkodzony,Manualna,,150,Na przednie koła,,"35900
donegocjacji",Dankowice,Śląskie,Audi A3 8v 2.0 tdi 2012r.,Prywatne,2025-04-19 16:47:30.123186,https://www.olx.pl/d/oferta/audi-a3-8v-2-0-tdi-2012r-CID5-ID15gjCZ.html,993903213,Audi,"Sprzedam audi A3 8v 2.0 tdi 2012r. z sześciobiegowa skrzynia biegów. Samochód jest w dobrym stanie technicznym oraz wizualnym. Jest regularnie serwisowana. Nie wymaga wkładu finansowego.
Proszę o kontakt tylko zdecydowane osoby
nr tel. 50*****49"
,Pozostałe Lexus,1994,Benzyna,Coupe,400000,Zielony,4000,Uszkodzony,Automatyczna,Stany Zjednoczone,,Na tylne koła,po lewej,"23500
donegocjacji",Miastko,Pomorskie,Lexus SC 400 1994,Prywatne,2025-04-19 16:47:32.151277,https://www.olx.pl/d/oferta/lexus-sc-400-1994-CID5-ID15hoxV.html,994160448,Lexus,"Lexus SC 400 1994. Auto sproawdzone z USA z Californi. Stan widiczny na zdjeciach. Silnik chodzi idealnie, niesamowity dżwięk ( dolot aftermarket). Kotakt 60*******33."
,Golf,2009,LPG,Hatchback,295000,Czarny,1390,Uszkodzony,Manualna,,,,po lewej,"11500
donegocjacji",Żyrardów,Mazowieckie,golf 6 1.4 16v gaz,Prywatne,2025-04-19 16:47:33.602420,https://www.olx.pl/d/oferta/golf-6-1-4-16v-gaz-CID5-ID15obbz.html,995777385,Volkswagen,"Witam do sprzedania golf 6 1.4 16v lpg. Auto do małych poprawek. Jakieś otarcia , jakaś kosmetyka, błąd abs. Jeździ , skręca , hamuje użytkowany na co dzień . W razie pytań proszę o kontakt telefoniczny."
,Trafic,2007,Diesel,Minibus,320000,Biały,1995,Nieuszkodzony,Manualna,,90,Na przednie koła,po lewej,33500,Ciechanów,Mazowieckie,Renault trafic 2.0 diesel 9 osobowy,Prywatne,2025-04-19 16:47:35.775146,https://www.olx.pl/d/oferta/renault-trafic-2-0-diesel-9-osobowy-CID5-ID15ofba.html,995792736,Renault,Witam sprzedam bardzo ładnego i bardzo zadbanego Renault trafic 2.0 diesel 9 osobowego Auto jest piękne wszystko działa i wszystko sprawne posiada ważne oc i przegląd
WVWZZZ3CZGE073571,Passat,2015,Diesel,Kombi,285500,Czarny,1968,Nieuszkodzony,Automatyczna,Niemcy,190,,,47000,Mory,Mazowieckie,Sprzedam VW Passat B8 Kombi BMT Highline,Prywatne,2025-04-19 16:47:37.990516,https://www.olx.pl/d/oferta/sprzedam-vw-passat-b8-kombi-bmt-highline-CID5-ID149O16.html,977575396,Volkswagen,"Auto zakupione w VW Das Welt Auto w Warszawie.
Pierwszy właściciel w Polsce.
Serwisowane na bieżąco.
Ogrzewanie postojowe - webasto. Nagłośnienie Dynaudio ( subwoofer )
Hak. Tempomat. Fotel kierowcy z masażem.

Komplet dodatkowych kół z oponami letnimi.
Do obejrzenia w Warszawie na Ursusie.
Zapraszam"
TMBAE73T1B9056984,Superb,2011,Diesel,Sedan,312000,Czarny,1968,Nieuszkodzony,Automatyczna,Polska,170,Na przednie koła,po lewej,"28500
donegocjacji",Lubin,Dolnośląskie,"Skoda Superb 2,0 Diesel 170 koni, automat DSG, salon PL, 2011r.",Prywatne,2025-04-19 16:47:41.258401,https://www.olx.pl/d/oferta/skoda-superb-2-0-diesel-170-koni-automat-dsg-salon-pl-2011r-CID5-ID15gu6Z.html,993943513,Skoda,"SKODA Superb. 2.0 diesel
Polski salon
Automat DSG, moc 170 KM

- Podgrzewane i elektryczne fotele przednie
- grzana tylna kanapa,
- klima sprawna,
- nawigacja,
- kierownica wielofunkcyjna
- rolety w tylnych oknach
- tempomat
i inne. .

Wymieniony rozrząd i olej w skrzyni, olej silnikowy i filtry
Przegląd, świeżo zrobiony, diagnosta nie wykrył żadnych wad.

Cena do negocjacji

możliwa zamiana na
- Kabriolet lub
- WV T4,T5 lub
- mały osobowy do 10.000 zł

Faktura VAT 23%"
,Captiva,2014,Diesel,SUV,212000,Biały,2200,Nieuszkodzony,Automatyczna,Polska,184,4x4 (stały),po lewej,49900,Kłodzko,Dolnośląskie,"Captiva 2.2D 184KM Automat, 4x4, 7 osob, Salon Polska!Piękna, zamiana",Prywatne,2025-04-19 16:47:42.889161,https://www.olx.pl/d/oferta/captiva-2-2d-184km-automat-4x4-7-osob-salon-polska-piekna-zamiana-CID5-ID15gpqO.html,993925522,Chevrolet,"Chevrolet Captiva Salon Polska!
2.2D 184KM Automat, 4x4 , 7 osobowy
Przebieg 212 tys km
Lakier Biała perła!

Auto w idealnym stanie, całe w fabrycznym lakierze, serwisowane na bierząco, całkowicie transparentna historia auta- salon PL , najbogatsza wersja jak skora, kamera cofania, dwie strefy climatronic, Alu 19', podgrzewane fotele itp, na aucie jest położona ceramika , do jazdy bez wkładu , możliwe rozliczenie innego pojazdu"
,XC 60,2013,Benzyna,SUV,156000,Czarny,2999,Uszkodzony,Automatyczna,Stany Zjednoczone,290,4x4 (dołączany automatycznie),po lewej,"32500
donegocjacji",Piaseczno,Mazowieckie,Volvo XC60 3.0T6,Prywatne,2025-04-19 16:47:45.475896,https://www.olx.pl/d/oferta/volvo-xc60-3-0t6-CID5-ID153Qq6.html,990931002,Volvo,"Auto świeżo sprowadzone ze Stanów,w dobrym stanie,chłodnicy całe. CŁO i VAT opłacone , zostaje akcyza, minimalna naprawa co widać na zdjęciach + rejestracja!

Wyposażenie
Lakier metaliczny Black Sapphire
- Kamera cofania
- System IDIS (Intelligent Driver Information System)
- Immobilizer
- Inteligentny kluczyk z funkcją dostępu bezkluczykowego oraz rozruchu silnika
- Tempomat
- Czujniki parkowania przód i tył (Parking Assistance)
- City Safety (system zapobiegania kolizjom)
- Skórzana tapicerka standardowa (Comfort)
- Elektryczna regulacja foteli kierowcy i pasażera z pamięcią ustawień
- Podgrzewane fotele przednie
- Elektrycznie składane zagłówki tylne
- Klimatyzacja elektroniczna dwustrefowa
- System audio Premium Sound z obsługą DVD/MP3 i radiem cyfrowym HD oraz
Sirius
- Złącza AUX i USB oraz Bluetooth z funkcją streaming audio
- Nawigacja fabryczna USA/Kanada z TMC (informacje o ruchu drogowym)
- Automatycznie ściemniające się lusterko wsteczne wewnętrzne z kompasem i
systemem Homelink
- Automatyczny hamulec postojowy (EPB)
- Światła przednie ksenonowe (Advanced Front Lighting), symetryczne dla USA, z
funkcją automatycznego przyciemniania
- Spryskiwacze reflektorów
- Automatyczne wycieraczki z czujnikiem deszczu
- Aluminiowe obręcze kół 19"" (Michelin All Season 235/55R19)
- Dojazdowe koło zapasowe 17""
- Relingi dachowe w kolorze srebrnym
- Przyciemniane szyby tylne i bagażnika
- Elektrycznie otwierana klapa bagażnika
- Alarm z funkcją panic
- Oświetlenie powitalne w lusterkach zewnętrznych
- Dodatkowe gniazdo 12V w bagażniku
- Układ monitorowania ciśnienia powietrza w kołach zapasowych
- Standardowe zawieszenie typu komfort/turystyczne
- Elektrycznie wspomagany układ kierowniczy (EHPS)"
,Seria 3,2020,Diesel,Kombi,179000,Szary,1995,Nieuszkodzony,Automatyczna,Belgia,150,Na tylne koła,po lewej,93900,Warzymice,Zachodniopomorskie,BMW Seria 3 G21 2.0d Panorama Czarny Sufit Sportowe Fotele Bezwypadk,Prywatne,2025-04-19 16:47:48.428400,https://www.olx.pl/d/oferta/bmw-seria-3-g21-2-0d-panorama-czarny-sufit-sportowe-fotele-bezwypadk-CID5-ID15qTsZ.html,996424257,BMW,"Sprzedam swoje autko
bardzo poszanowane BMW Serii 3 G21 z
oszczednym 2litrowym dieslem w fabrycznym BOGATYM wyposazeniu.

Dodatkowo zrobiłam delikatny chip żeby auto jeszcze lepiej było przy przyspieszeniu, i odłączyłam start-stop (żeby każdy raz przy wsiadaniu w auto nie odłączać to ręcznie)

BARDZO DUŻYM Atutem tego egzemplarza jest jasna historia serwisowa ASO BMW do 2023 roku.

Z wyposażenia z pewnością przydadzą się Podgrzewane z Pamięcią Sportowe Fotele, Czujniki parkowania Przód Tył,
Panorama z Czarną Podsufitką , Hak holowniczy elektrycznie wysuwany, czy też System nagłośnienia, CarPlay, otwierania bagażnika z przycisku lub z nogi,
i nie tylko..

Wnętrze
utrzymane w czystości bez śladów zużycia co widać na dokładnych zdjęciach - bardzo poszanowane. Moje BMW jest obecnie technicznie w pełni sprawne, silnik pracuje cicho, równo. Nic nie tarabani, nie grzechocze.
Oryginalny lakier MINERAL GRAU METALIK świetnie prezentujący się zwłaszcza w pełnym słońcu. Linia auta równa, prosta bez gnieceń.
Zapraszam do obejrzenia i oceny na zywo!

Z takim wyposażeniem to całkiem inne auto niż zwykłe BMW zwłaszcza w tej kolorystyce i
wyposażeniu.

ABS
DTC Kontrola
Większy zbiornik paliwa
Sportowe z pełną regulacją Kubetkowe Podgrzewane fotele
Elektrycznie regulowane z pamięcią ustawień
Pompowany odcinek lędźwiowy w fotelu kierowcy i pasażera
Wspomaganie kierownicy i jej regulacja w dwóch płaszczyznach
Klimatyzacja automatyczna trzystrefowa
Funkcja dostępu komfortowego bez użycia kluczykow
System Kolorowej Nawigacji z menu w języku polskim
System nagłośnienia HiFi gra wyśmienicie
Skórzana Multifunkcyjna kierownica
Instalacja telefonu komórkowego Bluetooth z ładowaniem Indukcyjnym Telefonu
BMW Live Kokpit Plus
Reflektory w technologii LED
Centralny zamek z domykaniem szyb z pilota
Czujniki parkowania z przodu oraz z tyłu z wizualizacją na ekranie
Wejście AUX
Wejście USB
Limiter
Instalacja alarmowa
Podłokietnik przedni przesuwny
Podłokietnik tylny
Przyciemnione szyby fabrycznie
Listwy wykończeniowe wnętrza Srebrny Quarz mat
Aktywny Tempomat z Funkcją Stop&Go
Czarna podsufitka
Dach panoramiczny elektryczny
Limiter
Instalacja alarmowa
Podtokietnik przedni przesuwny
Rolety przeciwsłoneczne drzwi tylnych
Zespot schowków
8x Poduszka powietrzna
Elektrycznie regulowane szyby
Aluminiowe Felgi 17 oryginalne BMW z oponami letnimi
Fotochromowe lustra zewnętrzne podgrzewane i elektrycznie
ustawiane oraz elektrycznie składane
Fotochromowe lustro wewnetzne
Tylna kanapa dzielona i rozkładana
Listwy, klamki zewnętrzne w kolorze nadwozia
Odzyskiwanie energii z hamowania
Dezaktywacja poduszki powietrznej dla pasażera (Przydatne
przy fotelikach)
Relingi dachowe
Rolety bagażnika
Active Guard Plus
Aktywna ochrona pieszych
Tylna szyba uchylna oddzielnie
Podswietlane klamki z zewnatrz LED
Hak holowniczy elektrycznie wysuwany/chowany

Cena 93.900 zł"
TMBJG7NE8L0115575,Octavia,2020,Diesel,Kombi,210876,Biały,1600,Nieuszkodzony,Manualna,Polska,115,Na przednie koła,po lewej,"49900
donegocjacji",Skoczów,Śląskie,Skoda Octavia / Polski salon / Pełna historia,Prywatne,2025-04-19 16:47:50.493304,https://www.olx.pl/d/oferta/skoda-octavia-polski-salon-pelna-historia-CID5-ID15qfO3.html,996271803,Skoda,"Witam, sprzedam Skode Octavie jeździłem nią 6 miesięcy na taxi ( trasy po 200-400 km lotniska) przebieg jest wyłącznie robiony w trasie, teraz służy mi jako moje auto prywatne, jestem wyczulony na punkcie samochodu więc zrobiłem w niej sporo rzeczy:

- kompletny rozrząd
- tarcze/klocki przód tył
- 2 tygodnie temu świeży olej wraz ze wszystkimi filtrami
- lakier wypolerowany i zabezpieczony powłoką
- wymienione podkładki pod wtryskami (co 200tys km powinno się wymieniać, ale prawie nikt tego nie robi)
- opony lato po jednym sezonie
- opony zima, nowe, przejechane mają nie całe 2 tys km
- wymieniony płyn hamulcowy
- świeży płyn chłodniczy
- co 60 tys km wymieniany olej w skrzyni biegów
- nowy akumulator
- klimatyzacja odgrzybiona i nabita parę miesięcy temu
- zalewana od początku diesel Verva (nie zwykła, posiadam faktury z tankowania)
- co 3 miesiące lany środek do baku czyszczący wtryski i układ paliwowy
- adblue nie kupowane na stacji tylko orginalne z VW w baniakach

Samochód jest utrzymany wzorowo.

Z samochodem daje ubezpieczenie do końca listopada 2025 r, 10 litrów Adblue VW, pełny bak paliwa oraz całą historię samochodu z ASO.

Jeśli ktoś by był zainteresowany to zachęcam do sprawdzenia samochodu w ASO bądź na stacji diagnostycznej, jeśli coś wyjdzie zwracam koszty przyjazdu.

Wystawiam fakturę VAT, kupujący zwolniony z opłaty w skarbówce

Pierwsza rejestracja Maj 2020

Pozdrawiam"
,Golf,2011,Benzyna,Sedan,200000,Szary,1400,Nieuszkodzony,Manualna,Niemcy,80,Na przednie koła,po lewej,23500,Bydgoszcz,Kujawsko-pomorskie,Vw golf MPI 2011,Prywatne,2025-04-19 16:47:52.056343,https://www.olx.pl/d/oferta/vw-golf-mpi-2011-CID5-ID15hgWN.html,994131175,Volkswagen,"Dzień dobry.

Samochód wyposażony jest w prosty, sprawdzony i ekonomiczny silnik benzynowy o mocy 80 KM, mający bardzo dobre opinie wśród użytkowników, zestrojony z manualną skrzynią biegów. Silnik idealnie nadaje się pod montaż instalacji gazowej !!
Volksvagen jest w bardzo dobrym stanie technicznym i wizualnym, wszystko jest sprawne i działa prawidłowo - wnętrze auta zadbane dla wymagających klientów.

Auto zostało świeżo sprowadzone z Niemiec jest bezwypadkowe - wszystkie szyby i lampy - oryginalne.

Golf posiada niski, oryginalny przebieg 200 tys km.

!!! GWARANCJA PRZEBIEGU !!! GWARANCJA BEZWYPADKOWOŚCI !!!

Wyposażenie : klimatyzacja automatyczna - sprawna, ABS, ESP, poduszki powietrzne + kurtyny, cztery elektryczne szyby, elektrycznie sterowane i podgrzewane lusterka,tempomat,podgrzewane fotele centralny zamek sterowany kluczykiem, system ISOFIX, fabryczny radioodtwarzacz, halogeny, światła do podłokietnik itd.
PARK ASSISTANCE - Auto samo parkuje..

MOŻLIWOŚĆ ZAMIANY lub pozostawienia auta w ROZLICZENIU !!!

Zapraszam"
TMBEH61Z0B2169621,Octavia,2011,Diesel,Sedan,5000,Czarny,1968,Nieuszkodzony,Automatyczna,Polska,170,Na przednie koła,po lewej,68000,Warszawa Praga-Północ,Mazowieckie,Skoda Octavia VRS 2.0 Diesel Avtomat Nowy samochód!,Prywatne,2025-04-19 16:47:53.926426,https://www.olx.pl/d/oferta/skoda-octavia-vrs-2-0-diesel-avtomat-nowy-samochod-CID5-ID15hgWQ.html,994131178,Skoda,"Skoda Octavia VRS 2.0 Diesel Avtomat

Nowy samochód! Przebieg: 5000 tyś. km

BEZWYPADKOWY !

Auto kupione w salonie w Polsce!

TMBEH61Z0B2169621

Skoda Octavia VRS

Nowy samochód !

Silnik: 2.0 Turbo Diesel Avtomat

Skrzynia biegów automatyczna DSG 250

Wymieniony Rozrzad !

Moc silnika: 170KM
Kolor lakieru: Czarny Metalic

Nowe opony + zbieżność

Przebieg: 5000 tyś. km

Samochód jest w 100% sprawny, bezwypadkowy.
Stan techniczny Nowy samochód!

Auto pochodzi z polskiego salonu, jest bezwypadkowe!

Auto sprzedaje prywatnie na podstawie umowy kupna-sprzedaży.

Samochód u Mińsku Mazowieckim

https://youtu.be/NzSYbZr06J4?si=7VVZ_KsmKhfrg9Fa"
WBAFG81010L283491,X6,2009,Benzyna,SUV,177000,Czarny,4395,Nieuszkodzony,Automatyczna,Polska,408,4x4 (stały),po lewej,54000,Krzeczyn,Dolnośląskie,Bmw x6xdrive benzyna,Prywatne,2025-04-19 16:47:55.456539,https://www.olx.pl/d/oferta/bmw-x6xdrive-benzyna-CID5-ID153JAs.html,990904736,BMW,"Witam mam do sprzedania ładną bmw x6 xdrive silnik benzyna 4.4L auto zadbane serwisowane na bieżąco co 10tys km olej w silniku wymieniany
Zawieszenie w stanie b.dobrym
Przebieg oryginalny więcej pod tel"
